trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612325450,09JAN2018:02:32:44.200,SAS OnDemand for Academics,registration,,,3
7612325238,08JAN2018:21:05:59.370,SAS University Edition Basic vApp,update,,win7,5
7612395904,21MAR2018:05:47:13.867,e-Learning,Activation/Access Problem,r&d assistance,windows,4
7612370529,23FEB2018:14:15:03.767,External Web,SAS profile,password reset,,3
7612292836,27NOV2017:17:45:52.653,SAS OnDemand for Academics,log on,,,3
7612299781,04DEC2017:20:43:36.970,SAS OnDemand for Academics,log on,,,4
7612435057,03MAY2018:15:29:15.503,External Web,SAS profile,profile creation error,web browser,8
7612389989,14MAR2018:18:45:37.437,SAS OnDemand for Academics,log on,,,4
7612338521,22JAN2018:19:47:07.100,SAS Studio,usage,,win10,4
7612286270,17NOV2017:19:12:46.317,SAS University Edition Basic vApp,error,other,,12
7612299409,04DEC2017:16:24:31.873,SAS Ondemand for Academics: Control Center,usage,,,4
7612429074,26APR2018:12:39:43.033,External Web,SAS profile,password reset,,4
7612357363,09FEB2018:15:55:31.363,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,web browser,16
7612441584,10MAY2018:16:31:34.710,External Web,SAS profile,profile creation error,,4
7612422814,19APR2018:11:11:12.120,External Web,SAS profile,password reset,,4
7612272234,03NOV2017:21:49:59.140,SAS University Edition Basic vApp,virtualbox,settings,,5
7612357900,10FEB2018:15:53:48.367,SAS OnDemand for Academics,log on,,win10,4
7612408327,04APR2018:00:41:42.530,SAS University Edition Basic vApp,error,,,10
7612286561,18NOV2017:08:25:56.910,SAS University Edition Basic vApp,usage,refered to faqs,,4
7612293123,27NOV2017:21:03:09.847,SAS University Edition Basic vApp,error,bios,win10,4
7612331935,15JAN2018:21:23:36.610,SAS University Edition Basic vApp,error,,,5
7612336951,19JAN2018:19:57:58.970,SAS University Edition Basic vApp,virtualbox,,,4
7612336872,19JAN2018:18:58:22.873,SAS OnDemand for Academics,registration,,,3
7612343655,26JAN2018:16:47:35.263,SAS University Edition Basic vApp,download,,win10,12
7612291693,25NOV2017:11:20:53.623,External Web,SAS profile,,web browser,4
7612349633,01FEB2018:18:57:33.670,SAS OnDemand for Academics: Enterprise Miner,java,,win10,3
7612298177,01DEC2017:18:34:27.513,SAS University Edition Basic vApp,download,,mac os,4
7612291874,26NOV2017:17:20:23.740,External Web,SAS profile,activation e-mail,,4
7612273171,06NOV2017:15:22:06.787,SAS University Edition Basic vApp,usage,refered to communities,,2
7612484652,28JUN2018:13:33:39.860,External Web,SAS profile,activation e-mail,web browser,2
7612419611,16APR2018:18:10:18.877,SAS University Edition Basic vApp,download,,,7
7612387411,12MAR2018:19:56:19.997,SAS University Edition Basic vApp,inquiry/interest,,,1
7612572084,30SEP2018:22:53:43.440,SAS OnDemand for Academics,outage,dashboard,win10,11
7612572096,30SEP2018:23:58:10.103,SAS Ondemand for Academics: Control Center,outage,,linux x64,4
7612572101,01OCT2018:00:10:07.843,SAS OnDemand for Academics,outage,dashboard,win10,2
7612572112,01OCT2018:00:48:13.853,SAS OnDemand for Academics,outage,dashboard,win10,2
7612572102,01OCT2018:00:18:07.727,SAS OnDemand for Academics,outage,dashboard,win10,4
7612572099,01OCT2018:00:05:08.350,SAS OnDemand for Academics,outage,,win10,2
7612572115,01OCT2018:00:52:27.753,SAS OnDemand for Academics,outage,dashboard,win10,3
7612572086,30SEP2018:23:08:07.817,SAS OnDemand for Academics,outage,,win10,2
7612572366,01OCT2018:09:20:49.490,SAS University Edition Basic vApp,virtualbox,,win10,4
7612572504,01OCT2018:12:05:46.643,External Web,SAS profile,profile creation,web browser,4
7612572550,01OCT2018:13:05:30.987,SAS OnDemand for Academics: Enterprise Miner,performance,,win10,1
7612572542,01OCT2018:12:59:26.870,SAS OnDemand for Academics: Enterprise Miner,performance,r&d assistance,windows,4
7612511190,27JUL2018:19:32:16.813,SAS OnDemand for Academics: Enterprise Miner,configuration,,win10,4
7612365566,19FEB2018:19:56:12.290,SAS University Edition Basic vApp,error,,windows,5
7612511187,27JUL2018:19:27:21.783,SAS University Edition Basic vApp,download,,win10,1
7612566594,25SEP2018:15:47:55.733,SAS Visual Analytics,try before you buy,,,16
7612579679,08OCT2018:19:39:36.633,External Web,SAS profile,activation e-mail,web browser,4
7612597857,26OCT2018:15:54:18.777,SAS OnDemand for Academics: Enterprise Guide,configuration,,linux x64,10
7612592157,22OCT2018:12:06:53.600,,,,,2
7612595583,24OCT2018:18:57:35.563,,,,,2
7612599173,29OCT2018:14:21:18.890,General Product Information,installation,,,3
7612591176,19OCT2018:19:29:03.987,,,,,2
7612599381,29OCT2018:16:18:36.450,External Web,SAS profile,password reset,web browser,2
7612599349,29OCT2018:15:55:19.350,SAS University Edition Basic vApp,update,,windows,2
7612594388,23OCT2018:21:28:22.213,External Web,SAS profile,password reset,web browser,3
7612599433,29OCT2018:16:58:19.850,,,,,2
7612598291,27OCT2018:18:25:37.233,SAS University Edition Basic vApp,download,,linux x64,3
7612599395,29OCT2018:16:32:23.413,SAS Ondemand for Academics: Control Center,no meaningful topic,,linux x64,1
7612599788,29OCT2018:22:29:42.393,External Web,SAS profile,profile creation,web browser,2
7612591041,19OCT2018:17:18:57.643,External Web,SAS profile,password reset,web browser,4
7612594412,23OCT2018:22:08:23.493,General Product Information,usage,,,3
7612600206,30OCT2018:10:28:43.190,External Web,SAS profile,profile creation,web browser,2
7612600170,30OCT2018:09:50:39.693,,,,,2
7612600310,30OCT2018:12:27:10.903,External Web,SAS profile,password reset,web browser,2
7612599542,29OCT2018:18:17:21.420,External Web,SAS profile,deletion request,web browser,3
7612599733,29OCT2018:21:09:22.560,,,,,2
7612594223,23OCT2018:18:56:23.967,,,,,5
7612600345,30OCT2018:12:55:51.077,,,,,2
7612594096,23OCT2018:17:44:22.807,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,web browser,4
7612594496,24OCT2018:06:02:37.277,External Web,SAS profile,password reset,web browser,3
7612598163,26OCT2018:21:36:26.450,SAS University Edition Basic vApp,error,other,,2
7612599569,29OCT2018:18:38:23.333,e-Learning,,,,4
7612599094,29OCT2018:13:39:55.010,SAS University Edition Basic vApp,virtualbox,,mac x64,14
7612599428,29OCT2018:16:55:32.047,SAS University Edition Basic vApp,usage,refered to communities,linux x64,2
7612599090,29OCT2018:13:37:20.363,SAS University Edition Basic vApp,error,bios,windows,4
7612598867,29OCT2018:10:15:14.390,SAS University Edition Basic vApp,usage,,win10,3
7612596585,25OCT2018:15:24:12.490,External Web,SAS profile,password reset,web browser,6
7612598863,29OCT2018:10:11:31.400,External Web,SAS profile,email update/change,web browser,5
7612599275,29OCT2018:15:18:27.173,SAS University Edition Basic vApp,error,other,windows,3
7612599577,29OCT2018:18:45:25.710,,,,,2
7612595805,24OCT2018:22:55:03.507,SAS Viya Trial,log on,,,8
7612598335,28OCT2018:04:22:49.443,External Web,SAS profile,activation e-mail,web browser,2
7612361353,14FEB2018:14:35:43.710,SAS University Edition Basic vApp,download,,winx64,9
7612366446,20FEB2018:15:24:35.017,External Web,SAS profile,activation e-mail,,4
7612380070,06MAR2018:01:49:44.633,External Web,SAS profile,,,5
7612400765,26MAR2018:18:48:55.930,SAS University Edition Basic vApp,shared folder,,,4
7612360820,14FEB2018:01:16:02.753,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612427152,24APR2018:18:52:33.110,SAS OnDemand for Academics,log on,,,1
7612366661,20FEB2018:17:23:36.617,External Web,SAS profile,activation e-mail,,4
7612386648,12MAR2018:11:33:01.087,SAS University Edition Basic vApp,download,,,7
7612472629,14JUN2018:21:05:51.607,SAS OnDemand for Academics: SAS Studio,configuration,r&d assistance,web browser,4
7612328856,11JAN2018:14:48:21.720,SAS University Edition Basic vApp,virtualbox,settings,win7,4
7612386205,11MAR2018:09:38:36.157,SAS Ondemand for Academics: Control Center,log on,,linux x64,12
7612433917,02MAY2018:16:37:01.240,External Web,SAS profile,,,3
7612510975,27JUL2018:16:06:23.450,SAS University Edition Basic vApp,update,,win10,5
7612492565,09JUL2018:08:10:21.727,SAS University Edition Basic vApp,update,,win10,18
7612479702,22JUN2018:19:10:41.220,SAS University Edition Basic vApp,usage,refered to communities,win7,3
7612386070,10MAR2018:14:49:19.153,SAS OnDemand for Academics,outage,,,4
7612459835,31MAY2018:19:25:07.050,External Web,SAS profile,password reset,,6
7612408074,03APR2018:19:27:49.380,SAS University Edition Basic vApp,download,,,5
7612373668,27FEB2018:16:19:16.343,SAS Ondemand for Academics: Control Center,log on,,,3
7612578241,05OCT2018:18:39:32.803,External Web,SAS profile,profile creation,web browser,7
7612400450,26MAR2018:15:19:32.770,SAS University Edition Basic vApp,virtualbox,,win10,14
7612492213,07JUL2018:20:23:49.320,SAS University Edition Basic vApp,error,other,win10,4
7612459570,31MAY2018:15:37:51.927,SAS University Edition Basic vApp,shared folder,,win10,3
7612348108,31JAN2018:17:19:54.907,External Web,SAS profile,,,8
7612360629,13FEB2018:20:57:11.653,SAS University Edition Basic vApp,error,other,,3
7612308123,13DEC2017:15:36:38.937,SAS OnDemand for Academics,no meaningful topic,,,3
7612386110,10MAR2018:17:26:21.393,SAS OnDemand for Academics,outage,dashboard,,4
7612400206,26MAR2018:13:06:04.163,External Web,SAS profile,activation e-mail,,4
7612379696,05MAR2018:19:22:44.207,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,web browser,4
7612366381,20FEB2018:14:39:39.970,SAS University Edition Basic vApp,download,,mac x64,8
7612360887,14FEB2018:04:55:07.837,External Web,SAS profile,profile creation error,,2
7612414238,10APR2018:13:56:11.630,SAS OnDemand for Academics: SAS Studio,log on,,web browser,9
7612281966,14NOV2017:16:50:26.843,SAS OnDemand for Academics,registration,,,4
7612400670,26MAR2018:17:59:16.717,SAS University Edition Basic vApp,inquiry/interest,,mac x64,7
7612427810,25APR2018:12:17:21.033,External Web,SAS profile,,,4
7612386071,10MAR2018:14:50:19.207,SAS OnDemand for Academics,outage,,,4
7612328291,11JAN2018:02:03:01.267,SAS University Edition Basic vApp,usage,refered to communities,linux x64,6
7612350129,02FEB2018:04:44:22.177,SAS OnDemand for Academics: Enterprise Miner,installation,,,3
7612521289,08AUG2018:14:01:29.160,SAS University Edition Basic for Amazon Marketplace,download,,win10,4
7612405281,30MAR2018:13:58:26.633,External Web,SAS profile,email update/change,,3
7612297424,01DEC2017:02:36:16.560,Web Profile,no meaningful topic,,,3
7612341443,24JAN2018:21:31:22.590,External Web,SAS profile,activation e-mail,,6
7612284384,16NOV2017:08:11:10.577,SAS OnDemand for Academics,outage,dashboard,,3
7612412226,08APR2018:07:26:13.567,External Web,SAS profile,activation e-mail,web browser,4
7612465425,07JUN2018:09:07:30.557,SAS University Edition Basic vApp,error,other,win10,4
7612310768,15DEC2017:18:24:32.743,External Web,SAS profile,activation e-mail,web browser,2
7612341316,24JAN2018:20:10:22.043,SAS OnDemand for Academics: Enterprise Miner,java,,,7
7612485825,29JUN2018:13:09:59.790,Miscellaneous,no meaningful topic,,,4
7612271707,03NOV2017:14:15:56.153,SAS Visual Analytics,,,,13
7612359018,12FEB2018:18:06:35.677,SAS OnDemand for Academics: Enterprise Guide,security inquiry,r&d assistance,windows,49
7612384590,08MAR2018:20:20:16.773,SAS University Edition Basic vApp,virtualbox,,,4
7612384703,08MAR2018:21:44:02.253,SAS University Edition Basic vApp,download,,,1
7612358997,12FEB2018:17:53:24.670,SAS OnDemand for Academics: Enterprise Guide,security incident,r&d assistance,win10,4
7612284273,16NOV2017:04:22:07.537,Web Profile,no meaningful topic,,,4
7612333929,17JAN2018:14:33:11.587,SAS University Edition Basic vApp,error,other,winx64,4
7612367935,21FEB2018:15:24:35.127,External Web,SAS profile,activation e-mail,,4
7612350445,02FEB2018:13:32:11.793,SAS OnDemand for Academics: SAS Studio,configuration,r&d assistance,web browser,10
7612291049,23NOV2017:18:57:10.690,External Web,SAS profile,,web browser,4
7612439322,08MAY2018:20:29:09.073,External Web,SAS profile,password reset,,7
7612438967,08MAY2018:16:06:11.027,External Web,SAS profile,activation e-mail,,4
7612478559,21JUN2018:18:14:55.083,External Web,SAS profile,email update/change,web browser,4
7612271136,02NOV2017:20:24:02.923,External Web,SAS profile,email update/change,web browser,1
7612341372,24JAN2018:20:48:34.017,SAS University Edition Basic vApp,error,other,mac x64,5
7612534448,23AUG2018:01:39:46.887,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612445380,15MAY2018:17:40:23.703,Curriculum Pathways,defect,,,13
7612311191,17DEC2017:02:20:50.950,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612277848,09NOV2017:21:55:05.417,SAS OnDemand for Academics,log on,,,10
7612521230,08AUG2018:13:17:29.657,SAS University Edition Basic vApp,download,,win10,4
7612304393,08DEC2017:17:27:23.910,SAS University Edition Basic vApp,usage,refered to communities,mac x64,12
7612317371,26DEC2017:13:46:18.997,External Web,SAS profile,activation e-mail,,4
7612521281,08AUG2018:13:57:29.057,SAS University Edition Basic vApp,usage,refered to communities,,1
7612445636,15MAY2018:21:07:32.190,External Web,SAS profile,,,5
7612392328,16MAR2018:16:36:03.317,SAS Studio,performance,,win10,1
7612485476,29JUN2018:03:06:45.843,Miscellaneous,no meaningful topic,,,4
7612600311,30OCT2018:12:27:41.367,External Web,SAS profile,password reset,web browser,2
7612591445,20OCT2018:19:38:15.913,SAS Solutions OnDemand,login problem,,win10,14
7612598298,27OCT2018:19:27:38.907,External Web,SAS profile,profile creation,web browser,2
7612599693,29OCT2018:20:22:32.500,SAS Viya Trial,log on,,,4
7612599756,29OCT2018:21:32:29.370,SAS University Edition Basic vApp,usage,,win10,2
7612599739,29OCT2018:21:16:30.550,SAS University Edition Basic vApp,error,,,2
7612599817,29OCT2018:23:15:26.193,e-Learning,Interest,,win10,2
7612599991,30OCT2018:05:55:30.107,External Web,SAS profile,profile creation,web browser,2
7612598334,28OCT2018:04:18:46.343,SAS University Edition Basic vApp,download,,win10,4
7612591192,19OCT2018:19:48:09.080,External Web,SAS profile,activation e-mail,web browser,4
7612358030,11FEB2018:08:42:08.257,SAS OnDemand for Academics,log on,,win10,5
7612345468,29JAN2018:20:12:43.463,SAS University Edition Basic vApp,virtualbox,settings,mac x64,5
7612493566,09JUL2018:22:55:52.267,SAS University Edition Basic vApp,shared folder,,win10,4
7612325169,08JAN2018:20:18:07.883,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,web browser,6
7612408912,04APR2018:14:17:50.523,SAS University Edition Basic vApp,update,,mac x64,6
7612345152,29JAN2018:16:45:16.807,External Web,SAS profile,,,4
7612441518,10MAY2018:15:38:57.607,SAS Solutions OnDemand,,,,14
7612352205,05FEB2018:16:41:39.753,External Web,SAS profile,,,4
7612272283,04NOV2017:02:10:06.740,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612319158,01JAN2018:15:22:10.690,External Web,,,web browser,5
7612272494,05NOV2017:16:27:44.813,External Web,,,web browser,4
7612364134,16FEB2018:18:43:43.997,SAS University Edition Basic vApp,usage,refered to communities,win10,1
7612428732,26APR2018:03:53:34.670,External Web,SAS profile,activation e-mail,,4
7612345000,29JAN2018:15:29:19.550,External Web,SAS profile,activation e-mail,,4
7612467538,09JUN2018:17:30:19.410,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612306284,12DEC2017:00:33:04.233,SAS University Edition Basic vApp,download,,,4
7612279883,13NOV2017:15:37:37.463,SAS OnDemand for Academics,log on,,win10,13
7612357792,09FEB2018:21:57:17.177,SAS OnDemand for Academics: Enterprise Miner,usage,r&d assistance,win10,18
7612553173,11SEP2018:15:31:53.097,SAS University Edition Basic vApp,inquiry/interest,,win10,1
7612286589,18NOV2017:13:49:02.373,SAS OnDemand for Academics,performance,,,6
7612512886,30JUL2018:22:37:58.390,External Web,no meaningful topic,,web browser,4
7612473665,15JUN2018:23:51:14.550,SAS University Edition Basic vApp,usage,,,1
7612272534,05NOV2017:22:27:50.040,Curriculum Pathways,user accounts,CRD,,4
7612364432,17FEB2018:13:24:19.657,SAS OnDemand for Academics,outage,,,5
7612319015,31DEC2017:08:06:54.570,External Web,SAS profile,profile creation error,,4
7612286161,17NOV2017:17:54:34.427,SAS University Edition Basic vApp,usage,refered to communities,,6
7612325329,08JAN2018:22:33:58.137,SAS University Edition Basic vApp,error,other,winx64,5
7612345402,29JAN2018:19:34:59.523,SAS University Edition Basic vApp,virtualbox,settings,winx64,4
7612395166,20MAR2018:15:31:19.657,SAS Analytics U,usage,,windows,3
7612447862,17MAY2018:18:15:11.240,SAS University Edition Basic vApp,download,,mac x64,4
7612338217,22JAN2018:16:32:32.747,External Web,SAS profile,,,5
7612364441,17FEB2018:13:51:20.570,SAS OnDemand for Academics,outage,,,4
7612526909,14AUG2018:23:09:49.440,External Web,SAS profile,activation e-mail,web browser,4
7612325441,09JAN2018:02:14:45.477,External Web,SAS profile,profile creation error,,3
7612351464,05FEB2018:01:05:24.220,External Web,SAS profile,activation e-mail,,4
7612480064,24JUN2018:14:27:57.363,SAS University Edition Basic vApp,registration,,win10,4
7612479980,23JUN2018:16:38:34.303,SAS OnDemand for Academics,outage,dashboard,,4
7612345234,29JAN2018:17:36:09.400,External Web,SAS profile,activation e-mail,,4
7612586494,16OCT2018:00:17:38.493,SAS OnDemand for Academics,log on,,win10,3
7612296660,30NOV2017:15:03:09.647,SAS Ondemand for Academics: Control Center,log on,,,6
7612531289,20AUG2018:16:02:31.110,SAS University Edition Basic vApp,error,other,mac x64,10
7612475285,19JUN2018:06:52:02.127,External Web,SAS profile,password reset,web browser,4
7612581204,10OCT2018:03:34:28.833,External Web,SAS profile,password reset,web browser,2
